,id,brand,categories,name,reviews.date,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username,sourceURLs
561,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-11-07T08:00:00.000Z,5,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,I use Jim Beam to make alot of different kinds of marinades and sauces. I make a honey bourbon marinade for smoking jerky that tastes amazing. Everyone says it's the best jerky they've ever had. Thanks for making the best bourbon on the market Jim Beam!,"I Love All Jim Beam Products, Really Enjoy The Smoothness.",Devil Smoked,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
562,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-10-09T07:00:00.000Z,5,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,Wife and I enjoy it mixed with a Coke or a Monster Black Cherry. Excellent.,Smooth,Mike,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
563,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-09-04T07:00:00.000Z,5,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,This is my favorite bourbon. I even love its aroma. It has that nice vanilla scent going on. I never get tired of Jim Beam Black.,I Love This Stuff,Simp,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
564,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-08-06T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,"I'm a single malt Scotch guy. I generally have two fingers neat with a quality cigar about once a week. On a stressful day, I'll have a couple of beers or so after work before the family gets home. The trouble is the beer gut that comes with that trend. I was looking for something similar to my favorite Scotch, which is a little out of my budget to drink daily. Jim Beam Black is an awesome substitute with the rich white oak aroma and flavor. It isn't near as smooth as my favorite Scotch, but the flavor is on point. Thank you Jim Beam for putting this great whiskey out there at an affordable price. You've got a customer for life!",Magnificent oak flavor!,Scotchman,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
565,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-08-07T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,Exceptionally good flavor!,My favorite bourbon!,Mato Davis,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
566,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-07-27T00:00:00.000Z,5,"https://www.walmart.com/reviews/product/132727396,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0",No matter where I go after years of various bourbon tastings....Jim Beam Black is head and shoulders above the rest no matter what the price tag!,Top Choice Every Time!,Buckpasser,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
567,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-07-24T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,I'm personally a wild turkey drinker. But cudos to Jim beam for producing such a classy commercial. Got the right girl to be their spokesperson. Good job. Very classy.,Good Job,Coinrat,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
568,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-07-24T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,Seriously You ask what's great about it What isn't great about it,"When you want to experience perfection, look no further!",Bull Elk,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
569,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-06-28T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,No explanation necessary.,What bourbon should be.,Hugh,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
570,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-06-20T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,I first started drinking Jim Bean when i went camping. I didnt want to carry the bear around so i tried jim bean. My first was Red Stag Cherry. Than i tried devils cut when i came home. I have been hooked ever since. I usually mix with coke or dr.pepper.,I love Jim Bean,Burnsy,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
571,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-06-12T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,This is the best bourbon under 50 you can buy. One of the smoothest bourbons I've tasted. I typically drink Woodford Reserve or Eagle Rare until I tried this. I buy a bottle every two weeks now.,Best bourbon under 50,Bloom,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
572,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-06-08T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,This is Beam at it's best very smooth.,I would definitely buy this quality bourbon again,J.Bass,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
573,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-05-27T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,I tried JB Black for the first time tonight. It is so smooth. We made whiskey sours with it and they were awesome. Thanks Jim Beam for this awesome bourbon!!!,Just the best!!,Mech51,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
574,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-05-19T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,"I have been enjoying JB Black for the past three years. The has all the flavor os a higher proof, bur 86, I can have another without collapsing. Now it has disappeared from even the most extensive liquor stores in my area. What happened The double oaked is OK, but no match for the black. Where can I find it in Sonoma County, California","Love it, cannot find it anywhere",webby,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
575,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-05-22T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,"I bought this in early December and it didn't make it to the new year... This one is Awesome, keep up the great work!",Jim Beam at it's best!,Trainguy1,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
576,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-05-05T00:00:00.000Z,5,https://www.walmart.com/reviews/product/132727396,"Absolutely love, love, love it!!",Rich Aromatic,Lorilee,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
577,AVpfP_YdilAPnD_xYGy_,Jim Beam,"Food & Beverage,Beverages,Wine, Beer & Liquor,Spirits,Food,Beer, Wine & Spirits,Grocery",Jim Beam174 Black Bourbon Whiskey - 750ml Bottle,2017-06-28T07:00:00.000Z,5,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,No explanation necessary.,What Bourbon Should Be.,Hugh,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ55as7,https://www.walmart.com/ip/Jim-Beam-Black-Bourbon-Whiskey-1-75-L/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxw,https://redsky.target.com/groot-domain-api/v1/reviews/47137232?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/47137232?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq2,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxwZ5zkq4,https://www.walmart.com/reviews/product/132727396,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xsxw,http://www.product-open-data.com/product-brand-list-SY9NVZ.html"
578,AVpfpR7xLJeJML43BExi,Mr. & Mrs. T,"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers","Mr _ Mrs T Margarita Mix, 33.8 oz ()",2014-09-20T00:00:00.000Z,2,https://www.walmart.com/reviews/product/17198204,"a little to sweet, does not taste like a margarita should",overly sweet,lapper1,"https://www.walmart.com/ip/Mr-Mrs-T-Margarita-Mix-33-8-oz-Pack-of-6/17198204,https://www.walmart.com/reviews/product/17198204,http://www.walmart.com/ip/Mr-Mrs-T-Margarita-Mix-33.8-oz-Pack-of-6/17198204,http://www.walmart.com/ip/Mr-Mrs-T-Margarita-Mix-33.8-oz-Pack-of-6/17198204#Product+Reviews"
579,AVpfpR7xLJeJML43BExi,Mr. & Mrs. T,"Food,Beverages,Beer, Wine & Spirits,Cocktail Mixers","Mr _ Mrs T Margarita Mix, 33.8 oz ()",2014-06-01T00:00:00.000Z,5,https://www.walmart.com/reviews/product/17198204,"I recently have begun enjoying margaritas. I havent done a lot of searching for different mix and am pretty sure that this one is a good bet. I like my margaritas on the rocks and this mix seems to really do the trick as far as flavor. The reason I had even picked up a bottle to try is because the local golf course uses this to mix their margaritas and so I thought it would be a good start for me. I didnt have to search long to find it and I actually paid a decent price for it. The container is easy to pour out of and is sturdy. I use Jose Cuervo to mix my margaritas, although I think any tequila would work. I dont shake mine yet because I still need to buy a shaker but I do give them a good mix. The overall taste of the mix is sweet and tart, but not overly powerful on those to senses. I recently mowed my lawn and had a cocktail as I did so, and the mix was just the right flavor to enjoy a nice summer day. I will definitely be purchasing more of this mix in the near future and maybe adding different fruit flavors to it to punch it up a notch, but dont get me wrong the flavor out of the bottle is very good.","Great Product, excellent taste!",Lacoste2014,"https://www.walmart.com/ip/Mr-Mrs-T-Margarita-Mix-33-8-oz-Pack-of-6/17198204,https://www.walmart.com/reviews/product/17198204,http://www.walmart.com/ip/Mr-Mrs-T-Margarita-Mix-33.8-oz-Pack-of-6/17198204,http://www.walmart.com/ip/Mr-Mrs-T-Margarita-Mix-33.8-oz-Pack-of-6/17198204#Product+Reviews"
580,AVpfQezpLJeJML435tz8,Jose Cuervo,"Food & Beverage,Beverages,Cocktail Mixes,Food,Beer, Wine & Spirits,Cocktail Mixers,#23900 in,#3363 in,#321 in",Jose Cuervo174 Original Margarita Mix - 1.75l Bottle,2016-03-05T00:00:00.000Z,5,https://www.walmart.com/reviews/product/38389503,Great Taste. Great color. This is the only mixer I'll use.,I love this mixer,Dawn,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3Z55hvv,http://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59-2-fl-oz/38389503,http://redsky.target.com/v2/pdp/tcin/14757386?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3,https://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59-2-fl-oz/38389503,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3Z55k6n,https://www.walmart.com/reviews/product/38389503,http://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59.2-fl-oz/38389503"
581,AVpfQezpLJeJML435tz8,Jose Cuervo,"Food & Beverage,Beverages,Cocktail Mixes,Food,Beer, Wine & Spirits,Cocktail Mixers,#23900 in,#3363 in,#321 in",Jose Cuervo174 Original Margarita Mix - 1.75l Bottle,2016-09-27T00:00:00.000Z,5,https://www.walmart.com/reviews/product/38389503,This margarita mixer is standard for mixing good drinks!,Good stuff!,JLCD,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3Z55hvv,http://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59-2-fl-oz/38389503,http://redsky.target.com/v2/pdp/tcin/14757386?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3,https://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59-2-fl-oz/38389503,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3Z55k6n,https://www.walmart.com/reviews/product/38389503,http://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59.2-fl-oz/38389503"
582,AVpfQezpLJeJML435tz8,Jose Cuervo,"Food & Beverage,Beverages,Cocktail Mixes,Food,Beer, Wine & Spirits,Cocktail Mixers,#23900 in,#3363 in,#321 in",Jose Cuervo174 Original Margarita Mix - 1.75l Bottle,2016-08-26T00:00:00.000Z,5,https://www.walmart.com/reviews/product/38389503,If you mix per the directions it makes a great margarita.,Great Margarita,Susan,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3Z55hvv,http://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59-2-fl-oz/38389503,http://redsky.target.com/v2/pdp/tcin/14757386?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3,https://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59-2-fl-oz/38389503,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=4uez3Z55k6n,https://www.walmart.com/reviews/product/38389503,http://www.walmart.com/ip/Jose-Cuervo-Classic-Lime-The-Original-Margarita-Mix-59.2-fl-oz/38389503"
